chapter_id,chapter_name,verse_number,verse_key,arabic_text_raw,arabic_text_normalized,arabic_text_search,arabic_words,turkish_text
89,Al-Fajr,1,89:1, وَٱلْفَجْرِ,وٱلفجر,والفجر,والفجر,Tanyerinin ağarmasına and olsun;
89,Al-Fajr,2,89:2,وَلَيَالٍ عَشْرٍ,وليال عشر,وليال عشر,وليال عشر,Zilhicce ayının ilk on gecesine and olsun;
89,Al-Fajr,3,89:3,وَٱلشَّفْعِ وَٱلْوَتْرِ,وٱلشفع وٱلوتر,والشفع والوتر,والشفع والوتر,"Herşeyin çiftine de, tekine de and olsun;"
89,Al-Fajr,4,89:4,وَٱلَّيْلِ إِذَا يَسْرِ,وٱليل إذا يسر,واليل اذا يسر,واليل اذا يسر,"Gelip geçen geceye and olsun ki, bunların her biri akıl sahibi için birer yemine değmez mi?"
89,Al-Fajr,5,89:5,هَلْ فِى ذَٰلِكَ قَسَمٌ لِّذِى حِجْرٍ,هل فى ذلك قسم لذى حجر,هل في ذلك قسم لذي حجر,هل في ذلك قسم لذي حجر,"Gelip geçen geceye and olsun ki, bunların her biri akıl sahibi için birer yemine değmez mi?"
89,Al-Fajr,6,89:6,أَلَمْ تَرَ كَيْفَ فَعَلَ رَبُّكَ بِعَادٍ,ألم تر كيف فعل ربك بعاد,الم تر كيف فعل ربك بعاد,الم تر كيف فعل ربك بعاد,"Rabbinin, hiçbir memlekette benzeri ortaya konmayan sütunlara sahip İrem şehrinde oturan Ad milletine ne ettiğini görmedin mi?"
89,Al-Fajr,7,89:7,إِرَمَ ذَاتِ ٱلْعِمَادِ,إرم ذات ٱلعماد,ارم ذات العماد,ارم ذات العماد,"Rabbinin, hiçbir memlekette benzeri ortaya konmayan sütunlara sahip İrem şehrinde oturan Ad milletine ne ettiğini görmedin mi?"
89,Al-Fajr,8,89:8,ٱلَّتِى لَمْ يُخْلَقْ مِثْلُهَا فِى ٱلْبِلَـٰدِ,ٱلتى لم يخلق مثلها فى ٱلبلد,التي لم يخلق مثلها في البلد,التي لم يخلق مثلها في البلد,"Rabbinin, hiçbir memlekette benzeri ortaya konmayan sütunlara sahip İrem şehrinde oturan Ad milletine ne ettiğini görmedin mi?"
89,Al-Fajr,9,89:9,وَثَمُودَ ٱلَّذِينَ جَابُوا۟ ٱلصَّخْرَ بِٱلْوَادِ,وثمود ٱلذين جابوا ٱلصخر بٱلواد,وثمود الذين جابوا الصخر بالواد,وثمود الذين جابوا الصخر بالواد,"Vadide kayaları kesip yontan Semud milletine, memleketlerde aşırı giden, oralarda bozgunculuğu artıran, sarsılmaz bir saltanat sahibi Firavun'a Rabbinin ne ettiğini görmedin mi?"
89,Al-Fajr,10,89:10,وَفِرْعَوْنَ ذِى ٱلْأَوْتَادِ,وفرعون ذى ٱلأوتاد,وفرعون ذي الاوتاد,وفرعون ذي الاوتاد,"Vadide kayaları kesip yontan Semud milletine, memleketlerde aşırı giden, oralarda bozgunculuğu artıran, sarsılmaz bir saltanat sahibi Firavun'a Rabbinin ne ettiğini görmedin mi?"
90,Al-Balad,1,90:1, لَآ أُقْسِمُ بِهَـٰذَا ٱلْبَلَدِ,لا أقسم بهذا ٱلبلد,لا اقسم بهذا البلد,لا اقسم بهذا البلد,Bu şehre (Mekke'ye) yemin ederim; ki sen bu şehirde oturmuşsun.
90,Al-Balad,2,90:2,وَأَنتَ حِلٌّۢ بِهَـٰذَا ٱلْبَلَدِ,وأنت حل بهذا ٱلبلد,وانت حل بهذا البلد,وانت حل بهذا البلد,Bu şehre (Mekke'ye) yemin ederim; ki sen bu şehirde oturmuşsun.
90,Al-Balad,3,90:3,وَوَالِدٍ وَمَا وَلَدَ,ووالد وما ولد,ووالد وما ولد,ووالد وما ولد,Doğurana ve doğurduğuna and olsun ki;
90,Al-Balad,4,90:4,لَقَدْ خَلَقْنَا ٱلْإِنسَـٰنَ فِى كَبَدٍ,لقد خلقنا ٱلإنسن فى كبد,لقد خلقنا الانسن في كبد,لقد خلقنا الانسن في كبد,"İnsanoğlunu, zorluklara katlanacak şekilde yarattık."
90,Al-Balad,5,90:5,أَيَحْسَبُ أَن لَّن يَقْدِرَ عَلَيْهِ أَحَدٌ,أيحسب أن لن يقدر عليه أحد,ايحسب ان لن يقدر عليه احد,ايحسب ان لن يقدر عليه احد,"İnsanoğlu, kendisine kimsenin güç yetiremeyeceğini mi sanıyor?"
90,Al-Balad,6,90:6,يَقُولُ أَهْلَكْتُ مَالًا لُّبَدًا,يقول أهلكت مالا لبدا,يقول اهلكت مالا لبدا,يقول اهلكت مالا لبدا,&quot;Yığın yığın mal tüketmişimdir&quot; diyor.
90,Al-Balad,7,90:7,أَيَحْسَبُ أَن لَّمْ يَرَهُۥٓ أَحَدٌ,أيحسب أن لم يره أحد,ايحسب ان لم يره احد,ايحسب ان لم يره احد,"O, kimsenin kendisini görmediğini mi zannediyor?"
90,Al-Balad,8,90:8,أَلَمْ نَجْعَل لَّهُۥ عَيْنَيْنِ,ألم نجعل له عينين,الم نجعل له عينين,الم نجعل له عينين,"Biz onun için iki göz, bir dil ve iki dudak var etmedik mi?"
90,Al-Balad,9,90:9,وَلِسَانًا وَشَفَتَيْنِ,ولسانا وشفتين,ولسانا وشفتين,ولسانا وشفتين,"Biz onun için iki göz, bir dil ve iki dudak var etmedik mi?"
90,Al-Balad,10,90:10,وَهَدَيْنَـٰهُ ٱلنَّجْدَيْنِ,وهدينه ٱلنجدين,وهدينه النجدين,وهدينه النجدين,Biz ona eğri ve doğru iki yolu da göstermedik mi?
91,Ash-Shams,1,91:1, وَٱلشَّمْسِ وَضُحَىٰهَا,وٱلشمس وضحىها,والشمس وضحيها,والشمس وضحيها,"Güneşe ve onun ışığına,"
91,Ash-Shams,2,91:2,وَٱلْقَمَرِ إِذَا تَلَىٰهَا,وٱلقمر إذا تلىها,والقمر اذا تليها,والقمر اذا تليها,"Ardından gelmekte olan aya,"
91,Ash-Shams,3,91:3,وَٱلنَّهَارِ إِذَا جَلَّىٰهَا,وٱلنهار إذا جلىها,والنهار اذا جليها,والنهار اذا جليها,"Onu ortaya koyan gündüze,"
91,Ash-Shams,4,91:4,وَٱلَّيْلِ إِذَا يَغْشَىٰهَا,وٱليل إذا يغشىها,واليل اذا يغشيها,واليل اذا يغشيها,"Onu bürüyen geceye,"
91,Ash-Shams,5,91:5,وَٱلسَّمَآءِ وَمَا بَنَىٰهَا,وٱلسماء وما بنىها,والسماء وما بنيها,والسماء وما بنيها,"Göğe ve onu yapana,"
91,Ash-Shams,6,91:6,وَٱلْأَرْضِ وَمَا طَحَىٰهَا,وٱلأرض وما طحىها,والارض وما طحيها,والارض وما طحيها,"Yere ve onu yayana,"
91,Ash-Shams,7,91:7,وَنَفْسٍ وَمَا سَوَّىٰهَا,ونفس وما سوىها,ونفس وما سويها,ونفس وما سويها,"Kişiye ve onu şekillendirene,"
91,Ash-Shams,8,91:8,فَأَلْهَمَهَا فُجُورَهَا وَتَقْوَىٰهَا,فألهمها فجورها وتقوىها,فالهمها فجورها وتقويها,فالهمها فجورها وتقويها,Sonra da ona iyilik ve kötülük kabiliyeti verene and olsun ki:
91,Ash-Shams,9,91:9,قَدْ أَفْلَحَ مَن زَكَّىٰهَا,قد أفلح من زكىها,قد افلح من زكيها,قد افلح من زكيها,Kendini arıtan saadete ermiştir.
91,Ash-Shams,10,91:10,وَقَدْ خَابَ مَن دَسَّىٰهَا,وقد خاب من دسىها,وقد خاب من دسيها,وقد خاب من دسيها,Kendini fenalıklara gömen kimse de ziyana uğramıştır.
92,Al-Layl,1,92:1, وَٱلَّيْلِ إِذَا يَغْشَىٰ,وٱليل إذا يغشى,واليل اذا يغشي,واليل اذا يغشي,Kararıp ortalığı bürüdüğü zaman geceye and olsun.
92,Al-Layl,2,92:2,وَٱلنَّهَارِ إِذَا تَجَلَّىٰ,وٱلنهار إذا تجلى,والنهار اذا تجلي,والنهار اذا تجلي,Açılıp aydınlattığı zaman gündüze and olsun.
92,Al-Layl,3,92:3,وَمَا خَلَقَ ٱلذَّكَرَ وَٱلْأُنثَىٰٓ,وما خلق ٱلذكر وٱلأنثى,وما خلق الذكر والانثي,وما خلق الذكر والانثي,Erkeği ve dişiyi yaratana and olsun ki:
92,Al-Layl,4,92:4,إِنَّ سَعْيَكُمْ لَشَتَّىٰ,إن سعيكم لشتى,ان سعيكم لشتي,ان سعيكم لشتي,Doğrusu sizin çalışmalarınız çeşitlidir.
92,Al-Layl,5,92:5,فَأَمَّا مَنْ أَعْطَىٰ وَٱتَّقَىٰ,فأما من أعطى وٱتقى,فاما من اعطي واتقي,فاما من اعطي واتقي,"Elinde bulunandan verenin, Allah'a karşı gelmekten sakınanın, en güzel söz olan Allah'ın birliğini doğrulayanın işlerini kolaylaştırırız."
92,Al-Layl,6,92:6,وَصَدَّقَ بِٱلْحُسْنَىٰ,وصدق بٱلحسنى,وصدق بالحسني,وصدق بالحسني,"Elinde bulunandan verenin, Allah'a karşı gelmekten sakınanın, en güzel söz olan Allah'ın birliğini doğrulayanın işlerini kolaylaştırırız."
92,Al-Layl,7,92:7,فَسَنُيَسِّرُهُۥ لِلْيُسْرَىٰ,فسنيسره لليسرى,فسنيسره لليسري,فسنيسره لليسري,"Elinde bulunandan verenin, Allah'a karşı gelmekten sakınanın, en güzel söz olan Allah'ın birliğini doğrulayanın işlerini kolaylaştırırız."
92,Al-Layl,8,92:8,وَأَمَّا مَنۢ بَخِلَ وَٱسْتَغْنَىٰ,وأما من بخل وٱستغنى,واما من بخل واستغني,واما من بخل واستغني,"Ama, cimrilik eden, kendini Allah'tan müstağni sayan, en güzel sözü yalanlayan kimsenin güçlüğe uğramasını kolaylaştırırız."
92,Al-Layl,9,92:9,وَكَذَّبَ بِٱلْحُسْنَىٰ,وكذب بٱلحسنى,وكذب بالحسني,وكذب بالحسني,"Ama, cimrilik eden, kendini Allah'tan müstağni sayan, en güzel sözü yalanlayan kimsenin güçlüğe uğramasını kolaylaştırırız."
92,Al-Layl,10,92:10,فَسَنُيَسِّرُهُۥ لِلْعُسْرَىٰ,فسنيسره للعسرى,فسنيسره للعسري,فسنيسره للعسري,"Ama, cimrilik eden, kendini Allah'tan müstağni sayan, en güzel sözü yalanlayan kimsenin güçlüğe uğramasını kolaylaştırırız."
93,Ad-Duhaa,1,93:1, وَٱلضُّحَىٰ,وٱلضحى,والضحي,والضحي,Kuşluk vaktine and olsun;
93,Ad-Duhaa,2,93:2,وَٱلَّيْلِ إِذَا سَجَىٰ,وٱليل إذا سجى,واليل اذا سجي,واليل اذا سجي,"Sükun erdiği zaman geceye and olsun ki,"
93,Ad-Duhaa,3,93:3,مَا وَدَّعَكَ رَبُّكَ وَمَا قَلَىٰ,ما ودعك ربك وما قلى,ما ودعك ربك وما قلي,ما ودعك ربك وما قلي,Rabbin seni ne bıraktı ve ne de sana darıldı.
93,Ad-Duhaa,4,93:4,وَلَلْـَٔاخِرَةُ خَيْرٌ لَّكَ مِنَ ٱلْأُولَىٰ,وللاخرة خير لك من ٱلأولى,وللاخره خير لك من الاولي,وللاخره خير لك من الاولي,Doğrusu ahiret senin için dünyadan daha hayırlıdır.
93,Ad-Duhaa,5,93:5,وَلَسَوْفَ يُعْطِيكَ رَبُّكَ فَتَرْضَىٰٓ,ولسوف يعطيك ربك فترضى,ولسوف يعطيك ربك فترضي,ولسوف يعطيك ربك فترضي,Rabbin şüphesiz sana verecek ve sen de hoşnut olacaksın.
93,Ad-Duhaa,6,93:6,أَلَمْ يَجِدْكَ يَتِيمًا فَـَٔاوَىٰ,ألم يجدك يتيما فاوى,الم يجدك يتيما فاوي,الم يجدك يتيما فاوي,Seni öksüz bulup da barındırmadı mı?
93,Ad-Duhaa,7,93:7,وَوَجَدَكَ ضَآلًّا فَهَدَىٰ,ووجدك ضالا فهدى,ووجدك ضالا فهدي,ووجدك ضالا فهدي,"Seni şaşırmış bulup, doğru yola eriştirmedi mi?"
93,Ad-Duhaa,8,93:8,وَوَجَدَكَ عَآئِلًا فَأَغْنَىٰ,ووجدك عائلا فأغنى,ووجدك عايلا فاغني,ووجدك عايلا فاغني,Seni fakir bulup zenginleştirmedi mi?
93,Ad-Duhaa,9,93:9,فَأَمَّا ٱلْيَتِيمَ فَلَا تَقْهَرْ,فأما ٱليتيم فلا تقهر,فاما اليتيم فلا تقهر,فاما اليتيم فلا تقهر,Öyleyse sakın öksüze kötü muamele etme;
93,Ad-Duhaa,10,93:10,وَأَمَّا ٱلسَّآئِلَ فَلَا تَنْهَرْ,وأما ٱلسائل فلا تنهر,واما السايل فلا تنهر,واما السايل فلا تنهر,Ve sakın bir şey isteyeni azarlama;
94,Ash-Sharh,1,94:1, أَلَمْ نَشْرَحْ لَكَ صَدْرَكَ,ألم نشرح لك صدرك,الم نشرح لك صدرك,الم نشرح لك صدرك,Senin gönlünü açmadık mı?
94,Ash-Sharh,2,94:2,وَوَضَعْنَا عَنكَ وِزْرَكَ,ووضعنا عنك وزرك,ووضعنا عنك وزرك,ووضعنا عنك وزرك,Belini büken yükünü üzerinden almadık mı?
94,Ash-Sharh,3,94:3,ٱلَّذِىٓ أَنقَضَ ظَهْرَكَ,ٱلذى أنقض ظهرك,الذي انقض ظهرك,الذي انقض ظهرك,Belini büken yükünü üzerinden almadık mı?
94,Ash-Sharh,4,94:4,وَرَفَعْنَا لَكَ ذِكْرَكَ,ورفعنا لك ذكرك,ورفعنا لك ذكرك,ورفعنا لك ذكرك,Senin şanını yükseltmedik mi?
94,Ash-Sharh,5,94:5,فَإِنَّ مَعَ ٱلْعُسْرِ يُسْرًا,فإن مع ٱلعسر يسرا,فان مع العسر يسرا,فان مع العسر يسرا,Elbette güçlükle beraber şüphesiz bir kolaylık vardır.
94,Ash-Sharh,6,94:6,إِنَّ مَعَ ٱلْعُسْرِ يُسْرًا,إن مع ٱلعسر يسرا,ان مع العسر يسرا,ان مع العسر يسرا,"Gerçekten, güçlükle beraber bir kolaylık vardır."
94,Ash-Sharh,7,94:7,فَإِذَا فَرَغْتَ فَٱنصَبْ,فإذا فرغت فٱنصب,فاذا فرغت فانصب,فاذا فرغت فانصب,"Öyleyse, bir işi bitirince diğerine giriş;"
94,Ash-Sharh,8,94:8,وَإِلَىٰ رَبِّكَ فَٱرْغَب,وإلى ربك فٱرغب,والي ربك فارغب,والي ربك فارغب,Ve ümit edeceğini yalnız Rabbinden iste.
95,At-Tin,1,95:1,وَٱلتِّينِ وَٱلزَّيْتُونِ,وٱلتين وٱلزيتون,والتين والزيتون,والتين والزيتون,"İncir ve zeytine and olsun,"
95,At-Tin,2,95:2,وَطُورِ سِينِينَ,وطور سينين,وطور سينين,وطور سينين,"And olsun Sina dağına,"
95,At-Tin,3,95:3,وَهَـٰذَا ٱلْبَلَدِ ٱلْأَمِينِ,وهذا ٱلبلد ٱلأمين,وهذا البلد الامين,وهذا البلد الامين,And olsun bu güvenli Mekke şehrine ki:
95,At-Tin,4,95:4,لَقَدْ خَلَقْنَا ٱلْإِنسَـٰنَ فِىٓ أَحْسَنِ تَقْوِيمٍ,لقد خلقنا ٱلإنسن فى أحسن تقويم,لقد خلقنا الانسن في احسن تقويم,لقد خلقنا الانسن في احسن تقويم,"Biz insanı en güzel şekilde yarattık,"
95,At-Tin,5,95:5,ثُمَّ رَدَدْنَـٰهُ أَسْفَلَ سَـٰفِلِينَ,ثم رددنه أسفل سفلين,ثم رددنه اسفل سفلين,ثم رددنه اسفل سفلين,Sonra onu aşağıların en aşağısı kıldık.
95,At-Tin,6,95:6,إِلَّا ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ فَلَهُمْ أَجْرٌ غَيْرُ مَمْنُونٍ,إلا ٱلذين ءامنوا وعملوا ٱلصلحت فلهم أجر غير ممنون,الا الذين ءامنوا وعملوا الصلحت فلهم اجر غير ممنون,الا الذين ءامنوا وعملوا الصلحت فلهم اجر غير ممنون,"Yalnız, inanıp yararlı iş işleyenler bunun dışındadır. Onlara kesintisiz ecir vardır."
95,At-Tin,7,95:7,فَمَا يُكَذِّبُكَ بَعْدُ بِٱلدِّينِ,فما يكذبك بعد بٱلدين,فما يكذبك بعد بالدين,فما يكذبك بعد بالدين,"Öyleyken, sana dini yalan saydırtan nedir?"
95,At-Tin,8,95:8,أَلَيْسَ ٱللَّهُ بِأَحْكَمِ ٱلْحَـٰكِمِينَ,أليس ٱلله بأحكم ٱلحكمين,اليس الله باحكم الحكمين,اليس الله باحكم الحكمين,"Allah, hükmedenlerin en iyi hükmedeni değil midir?"
96,Al-'Alaq,1,96:1, ٱقْرَأْ بِٱسْمِ رَبِّكَ ٱلَّذِى خَلَقَ,ٱقرأ بٱسم ربك ٱلذى خلق,اقرا باسم ربك الذي خلق,اقرا باسم ربك الذي خلق,Yaratan Rabbinin adıyla oku!
96,Al-'Alaq,2,96:2,خَلَقَ ٱلْإِنسَـٰنَ مِنْ عَلَقٍ,خلق ٱلإنسن من علق,خلق الانسن من علق,خلق الانسن من علق,"O, insanı pıhtılaşmış kandan (alak'tan) yarattı."
96,Al-'Alaq,3,96:3,ٱقْرَأْ وَرَبُّكَ ٱلْأَكْرَمُ,ٱقرأ وربك ٱلأكرم,اقرا وربك الاكرم,اقرا وربك الاكرم,"Oku! Kalemle öğreten, insana bilmediğini bildiren Rabbin, en büyük kerem sahibidir."
96,Al-'Alaq,4,96:4,ٱلَّذِى عَلَّمَ بِٱلْقَلَمِ,ٱلذى علم بٱلقلم,الذي علم بالقلم,الذي علم بالقلم,"Oku! Kalemle öğreten, insana bilmediğini bildiren Rabbin, en büyük kerem sahibidir."
96,Al-'Alaq,5,96:5,عَلَّمَ ٱلْإِنسَـٰنَ مَا لَمْ يَعْلَمْ,علم ٱلإنسن ما لم يعلم,علم الانسن ما لم يعلم,علم الانسن ما لم يعلم,"Oku! Kalemle öğreten, insana bilmediğini bildiren Rabbin, en büyük kerem sahibidir."
96,Al-'Alaq,6,96:6,كَلَّآ إِنَّ ٱلْإِنسَـٰنَ لَيَطْغَىٰٓ,كلا إن ٱلإنسن ليطغى,كلا ان الانسن ليطغي,كلا ان الانسن ليطغي,"Ama, insanoğlu kendini müstağni sayarak azgınlık eder."
96,Al-'Alaq,7,96:7,أَن رَّءَاهُ ٱسْتَغْنَىٰٓ,أن رءاه ٱستغنى,ان رءاه استغني,ان رءاه استغني,"Ama, insanoğlu kendini müstağni sayarak azgınlık eder."
96,Al-'Alaq,8,96:8,إِنَّ إِلَىٰ رَبِّكَ ٱلرُّجْعَىٰٓ,إن إلى ربك ٱلرجعى,ان الي ربك الرجعي,ان الي ربك الرجعي,Dönüş şüphesiz Rabbinedir.
96,Al-'Alaq,9,96:9,أَرَءَيْتَ ٱلَّذِى يَنْهَىٰ,أرءيت ٱلذى ينهى,ارءيت الذي ينهي,ارءيت الذي ينهي,"Sen, namaz kılan kulu bundan menedeni gördün mü?"
96,Al-'Alaq,10,96:10,عَبْدًا إِذَا صَلَّىٰٓ,عبدا إذا صلى,عبدا اذا صلي,عبدا اذا صلي,"Sen, namaz kılan kulu bundan menedeni gördün mü?"
97,Al-Qadr,1,97:1,إِنَّآ أَنزَلْنَـٰهُ فِى لَيْلَةِ ٱلْقَدْرِ,إنا أنزلنه فى ليلة ٱلقدر,انا انزلنه في ليله القدر,انا انزلنه في ليله القدر,"Doğrusu, Biz, Kuran'ı kadir gecesinde indirmişizdir."
97,Al-Qadr,2,97:2,وَمَآ أَدْرَىٰكَ مَا لَيْلَةُ ٱلْقَدْرِ,وما أدرىك ما ليلة ٱلقدر,وما ادريك ما ليله القدر,وما ادريك ما ليله القدر,Kadir gecesinin ne olduğunu sen bilir misin?
97,Al-Qadr,3,97:3,لَيْلَةُ ٱلْقَدْرِ خَيْرٌ مِّنْ أَلْفِ شَهْرٍ,ليلة ٱلقدر خير من ألف شهر,ليله القدر خير من الف شهر,ليله القدر خير من الف شهر,Kadir gecesi bin aydan hayırlıdır.
97,Al-Qadr,4,97:4,تَنَزَّلُ ٱلْمَلَـٰٓئِكَةُ وَٱلرُّوحُ فِيهَا بِإِذْنِ رَبِّهِم مِّن كُلِّ أَمْرٍ,تنزل ٱلملئكة وٱلروح فيها بإذن ربهم من كل أمر,تنزل المليكه والروح فيها باذن ربهم من كل امر,تنزل المليكه والروح فيها باذن ربهم من كل امر,Melekler ve Cebrail o gecede Rablerinin izniyle her türlü iş için inerler.
97,Al-Qadr,5,97:5,سَلَـٰمٌ هِىَ حَتَّىٰ مَطْلَعِ ٱلْفَجْرِ,سلم هى حتى مطلع ٱلفجر,سلم هي حتي مطلع الفجر,سلم هي حتي مطلع الفجر,"O gece, tan yerinin ağarmasına kadar bir esenliktir."
98,Al-Bayyinah,1,98:1, لَمْ يَكُنِ ٱلَّذِينَ كَفَرُوا۟ مِنْ أَهْلِ ٱلْكِتَـٰبِ وَٱلْمُشْرِكِينَ مُنفَكِّينَ حَتَّىٰ تَأْتِيَهُمُ ٱلْبَيِّنَةُ,لم يكن ٱلذين كفروا من أهل ٱلكتب وٱلمشركين منفكين حتى تأتيهم ٱلبينة,لم يكن الذين كفروا من اهل الكتب والمشركين منفكين حتي تاتيهم البينه,لم يكن الذين كفروا من اهل الكتب والمشركين منفكين حتي تاتيهم البينه,"Kitap ehlinden ve ortak koşanlardan inkarcılar, kendilerine apaçık bir belge, içinde kesin ve en doğru hükümlerin bulunduğu arınmış sahifeleri okuyan, Allah katından bir Peygamber gelene kadar dinlerinden vazgeçecek değillerdi."
98,Al-Bayyinah,2,98:2,رَسُولٌ مِّنَ ٱللَّهِ يَتْلُوا۟ صُحُفًا مُّطَهَّرَةً,رسول من ٱلله يتلوا صحفا مطهرة,رسول من الله يتلوا صحفا مطهره,رسول من الله يتلوا صحفا مطهره,"Kitap ehlinden ve ortak koşanlardan inkarcılar, kendilerine apaçık bir belge, içinde kesin ve en doğru hükümlerin bulunduğu arınmış sahifeleri okuyan, Allah katından bir Peygamber gelene kadar dinlerinden vazgeçecek değillerdi."
98,Al-Bayyinah,3,98:3,فِيهَا كُتُبٌ قَيِّمَةٌ,فيها كتب قيمة,فيها كتب قيمه,فيها كتب قيمه,"Kitap ehlinden ve ortak koşanlardan inkarcılar, kendilerine apaçık bir belge, içinde kesin ve en doğru hükümlerin bulunduğu arınmış sahifeleri okuyan, Allah katından bir Peygamber gelene kadar dinlerinden vazgeçecek değillerdi."
98,Al-Bayyinah,4,98:4,وَمَا تَفَرَّقَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ إِلَّا مِنۢ بَعْدِ مَا جَآءَتْهُمُ ٱلْبَيِّنَةُ,وما تفرق ٱلذين أوتوا ٱلكتب إلا من بعد ما جاءتهم ٱلبينة,وما تفرق الذين اوتوا الكتب الا من بعد ما جاءتهم البينه,وما تفرق الذين اوتوا الكتب الا من بعد ما جاءتهم البينه,"Ama, kendilerine kitap verilenler, onlara apaçık belge geldikten sonra ayrılığa düştüler."
98,Al-Bayyinah,5,98:5,وَمَآ أُمِرُوٓا۟ إِلَّا لِيَعْبُدُوا۟ ٱللَّهَ مُخْلِصِينَ لَهُ ٱلدِّينَ حُنَفَآءَ وَيُقِيمُوا۟ ٱلصَّلَوٰةَ وَيُؤْتُوا۟ ٱلزَّكَوٰةَ ۚ وَذَٰلِكَ دِينُ ٱلْقَيِّمَةِ,وما أمروا إلا ليعبدوا ٱلله مخلصين له ٱلدين حنفاء ويقيموا ٱلصلوة ويؤتوا ٱلزكوة  وذلك دين ٱلقيمة,وما امروا الا ليعبدوا الله مخلصين له الدين حنفاء ويقيموا الصلوه ويوتوا الزكوه  وذلك دين القيمه,وما امروا الا ليعبدوا الله مخلصين له الدين حنفاء ويقيموا الصلوه ويوتوا الزكوه وذلك دين القيمه,"Oysa onlar, doğruya yönelerek, dini yalnız Allah'a has kılarak O'na kulluk etmek, namazı kılmak ve zekatı vermekle emrolunmuşlardı. Dosdoğru olan din de budur."
98,Al-Bayyinah,6,98:6,إِنَّ ٱلَّذِينَ كَفَرُوا۟ مِنْ أَهْلِ ٱلْكِتَـٰبِ وَٱلْمُشْرِكِينَ فِى نَارِ جَهَنَّمَ خَـٰلِدِينَ فِيهَآ ۚ أُو۟لَـٰٓئِكَ هُمْ شَرُّ ٱلْبَرِيَّةِ,إن ٱلذين كفروا من أهل ٱلكتب وٱلمشركين فى نار جهنم خلدين فيها  أولئك هم شر ٱلبرية,ان الذين كفروا من اهل الكتب والمشركين في نار جهنم خلدين فيها  اوليك هم شر البريه,ان الذين كفروا من اهل الكتب والمشركين في نار جهنم خلدين فيها اوليك هم شر البريه,"Kitap ehlinden ve ortak koşanlardan inkar edenler, şüphesiz içinde temelli kalacakları cehennem ateşindedirler. İşte bunlar, yaratıkların en kötüsüdürler."
98,Al-Bayyinah,7,98:7,إِنَّ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ أُو۟لَـٰٓئِكَ هُمْ خَيْرُ ٱلْبَرِيَّةِ,إن ٱلذين ءامنوا وعملوا ٱلصلحت أولئك هم خير ٱلبرية,ان الذين ءامنوا وعملوا الصلحت اوليك هم خير البريه,ان الذين ءامنوا وعملوا الصلحت اوليك هم خير البريه,"Fakat, inanıp yararlı iş işleyenler, işte onlar da, yaratıkların en iyileridirler."
98,Al-Bayyinah,8,98:8,جَزَآؤُهُمْ عِندَ رَبِّهِمْ جَنَّـٰتُ عَدْنٍ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَـٰرُ خَـٰلِدِينَ فِيهَآ أَبَدًا ۖ رَّضِىَ ٱللَّهُ عَنْهُمْ وَرَضُوا۟ عَنْهُ ۚ ذَٰلِكَ لِمَنْ خَشِىَ رَبَّهُۥ,جزاؤهم عند ربهم جنت عدن تجرى من تحتها ٱلأنهر خلدين فيها أبدا  رضى ٱلله عنهم ورضوا عنه  ذلك لمن خشى ربه,جزاوهم عند ربهم جنت عدن تجري من تحتها الانهر خلدين فيها ابدا  رضي الله عنهم ورضوا عنه  ذلك لمن خشي ربه,جزاوهم عند ربهم جنت عدن تجري من تحتها الانهر خلدين فيها ابدا رضي الله عنهم ورضوا عنه ذلك لمن خشي ربه,"Onların Rableri katındaki mükafatı, içinde temelli ve sonsuz kalacakları, içlerinden ırmaklar akan Adn cennetleridir. Allah onlardan razıdır. Onlar da Allah'tan razıdır. Bu, Rabbinden korkan kimseyedir."
99,Az-Zalzalah,1,99:1, إِذَا زُلْزِلَتِ ٱلْأَرْضُ زِلْزَالَهَا,إذا زلزلت ٱلأرض زلزالها,اذا زلزلت الارض زلزالها,اذا زلزلت الارض زلزالها,"Yer dehşetle sarsıldıkça sarsıldığı, yeryüzü ağırlıklarını dışarıya çıkardığı ve insanın: &quot;Buna ne oluyor?&quot; dediği zaman;"
99,Az-Zalzalah,2,99:2,وَأَخْرَجَتِ ٱلْأَرْضُ أَثْقَالَهَا,وأخرجت ٱلأرض أثقالها,واخرجت الارض اثقالها,واخرجت الارض اثقالها,"Yer dehşetle sarsıldıkça sarsıldığı, yeryüzü ağırlıklarını dışarıya çıkardığı ve insanın: &quot;Buna ne oluyor?&quot; dediği zaman;"
99,Az-Zalzalah,3,99:3,وَقَالَ ٱلْإِنسَـٰنُ مَا لَهَا,وقال ٱلإنسن ما لها,وقال الانسن ما لها,وقال الانسن ما لها,"Yer dehşetle sarsıldıkça sarsıldığı, yeryüzü ağırlıklarını dışarıya çıkardığı ve insanın: &quot;Buna ne oluyor?&quot; dediği zaman;"
